  2509.17    0.12048E-15    0.89252E-17    0.22186-159    0.16436-160    0.78314E-15
  4684.50    0.17007E-13    0.46061E-14    0.15833E-13    0.42880E-14    0.40512E-14
  4689.41    0.16784E-13    0.45527E-14    0.16072E-13    0.43596E-14    0.40535E-14
  4694.31    0.16588E-13    0.45067E-14    0.16788E-13    0.45609E-14    0.40558E-14
  4699.22    0.16356E-13    0.44505E-14    0.17470E-13    0.47536E-14    0.40581E-14
  4704.14    0.16271E-13    0.44343E-14    0.18587E-13    0.50653E-14    0.40604E-14
  4709.06    0.16340E-13    0.44599E-14    0.18259E-13    0.49838E-14    0.40626E-14
  4713.99    0.16380E-13    0.44780E-14    0.17031E-13    0.46558E-14    0.40648E-14
  4718.92    0.16326E-13    0.44700E-14    0.16708E-13    0.45745E-14    0.40670E-14
  4723.86    0.16162E-13    0.44321E-14    0.16433E-13    0.45064E-14    0.40692E-14
  4728.80    0.15905E-13    0.43684E-14    0.15282E-13    0.41972E-14    0.40713E-14
  4733.75    0.15729E-13    0.43268E-14    0.15563E-13    0.42809E-14    0.40734E-14
  4738.70    0.15581E-13    0.42927E-14    0.14613E-13    0.40260E-14    0.40755E-14
  4743.66    0.15441E-13    0.42605E-14    0.14590E-13    0.40258E-14    0.40776E-14
  4748.62    0.15277E-13    0.42218E-14    0.15687E-13    0.43353E-14    0.40797E-14
  4753.59    0.15075E-13    0.41725E-14    0.15526E-13    0.42974E-14    0.40817E-14
  4758.56    0.14927E-13    0.41379E-14    0.15013E-13    0.41616E-14    0.40837E-14
  4763.54    0.14679E-13    0.40753E-14    0.13986E-13    0.38829E-14    0.40857E-14
  4768.53    0.14419E-13    0.40094E-14    0.13367E-13    0.37167E-14    0.40877E-14
  4773.52    0.14291E-13    0.39798E-14    0.13545E-13    0.37721E-14    0.40897E-14
  4778.51    0.14196E-13    0.39594E-14    0.14499E-13    0.40441E-14    0.40916E-14
  4783.51    0.14114E-13    0.39428E-14    0.15054E-13    0.42052E-14    0.40935E-14
  4788.52    0.14246E-13    0.39857E-14    0.16067E-13    0.44951E-14    0.40954E-14
  4793.53    0.14449E-13    0.40487E-14    0.15431E-13    0.43236E-14    0.40972E-14
  4798.54    0.14587E-13    0.40935E-14    0.15305E-13    0.42951E-14    0.40991E-14
  4803.56    0.14621E-13    0.41094E-14    0.15442E-13    0.43400E-14    0.41009E-14
  4808.59    0.14369E-13    0.40447E-14    0.14760E-13    0.41546E-14    0.41027E-14
  4813.62    0.14032E-13    0.39557E-14    0.13896E-13    0.39175E-14    0.41045E-14
  4818.66    0.13869E-13    0.39158E-14    0.13802E-13    0.38970E-14    0.41062E-14
  4823.70    0.13750E-13    0.38881E-14    0.13840E-13    0.39135E-14    0.41079E-14
  4828.74    0.13754E-13    0.38953E-14    0.14453E-13    0.40930E-14    0.41096E-14
  4833.80    0.13785E-13    0.39098E-14    0.15411E-13    0.43710E-14    0.41113E-14
  4838.85    0.13786E-13    0.39161E-14    0.14279E-13    0.40562E-14    0.41130E-14
  4843.92    0.13852E-13    0.39409E-14    0.13308E-13    0.37861E-14    0.41146E-14
  4848.99    0.13954E-13    0.39757E-14    0.13208E-13    0.37631E-14    0.41163E-14
  4854.06    0.13741E-13    0.39211E-14    0.14118E-13    0.40285E-14    0.41178E-14
  4859.14    0.13522E-13    0.38644E-14    0.15746E-13    0.45001E-14    0.41194E-14
  4864.22    0.13326E-13    0.38140E-14    0.16067E-13    0.45986E-14    0.41210E-14
  4869.31    0.13121E-13    0.37610E-14    0.14115E-13    0.40459E-14    0.41225E-14
  4874.41    0.13039E-13    0.37433E-14    0.13256E-13    0.38054E-14    0.41240E-14
  4879.51    0.13109E-13    0.37689E-14    0.12675E-13    0.36442E-14    0.41255E-14
  4884.61    0.13160E-13    0.37892E-14    0.12878E-13    0.37082E-14    0.41270E-14
  4889.72    0.13163E-13    0.37957E-14    0.13731E-13    0.39596E-14    0.41284E-14
  4894.84    0.13319E-13    0.38466E-14    0.13368E-13    0.38606E-14    0.41298E-14
  4899.96    0.13552E-13    0.39197E-14    0.14193E-13    0.41050E-14    0.41312E-14
  4905.09    0.13879E-13    0.40204E-14    0.14691E-13    0.42555E-14    0.41326E-14
  4910.22    0.14055E-13    0.40775E-14    0.15296E-13    0.44374E-14    0.41340E-14
  4915.36    0.14351E-13    0.41694E-14    0.14596E-13    0.42406E-14    0.41353E-14
  4920.50    0.14619E-13    0.42535E-14    0.15356E-13    0.44681E-14    0.41366E-14
  4925.65    0.14935E-13    0.43520E-14    0.14610E-13    0.42575E-14    0.41379E-14
  4930.80    0.15184E-13    0.44313E-14    0.15329E-13    0.44735E-14    0.41392E-14
  4935.96    0.15547E-13    0.45438E-14    0.14826E-13    0.43331E-14    0.41404E-14
  4941.12    0.15822E-13    0.46311E-14    0.15379E-13    0.45013E-14    0.41416E-14
  4946.29    0.16200E-13    0.47488E-14    0.14730E-13    0.43178E-14    0.41428E-14
  4951.47    0.16514E-13    0.48481E-14    0.14605E-13    0.42875E-14    0.41440E-14
  4956.65    0.16635E-13    0.48906E-14    0.14487E-13    0.42593E-14    0.41451E-14
  4961.84    0.16470E-13    0.48494E-14    0.15038E-13    0.44277E-14    0.41463E-14
  4967.03    0.16409E-13    0.48387E-14    0.15156E-13    0.44689E-14    0.41474E-14
  4972.22    0.16425E-13    0.48505E-14    0.16252E-13    0.47994E-14    0.41485E-14
  4977.43    0.16510E-13    0.48829E-14    0.16021E-13    0.47381E-14    0.41496E-14
  4982.63    0.16628E-13    0.49248E-14    0.16207E-13    0.48001E-14    0.41506E-14
  4987.85    0.16712E-13    0.49571E-14    0.16499E-13    0.48939E-14    0.41516E-14
  4993.07    0.16704E-13    0.49620E-14    0.16587E-13    0.49273E-14    0.41526E-14
  4998.29    0.16722E-13    0.49747E-14    0.16974E-13    0.50494E-14    0.41536E-14
  5003.52    0.16743E-13    0.49882E-14    0.17310E-13    0.51569E-14    0.41546E-14
  5008.76    0.16891E-13    0.50395E-14    0.16340E-13    0.48751E-14    0.41555E-14
  5014.00    0.17078E-13    0.51028E-14    0.17908E-13    0.53507E-14    0.41564E-14
  5019.24    0.17101E-13    0.51171E-14    0.17331E-13    0.51859E-14    0.41573E-14
  5024.49    0.17383E-13    0.52091E-14    0.16773E-13    0.50265E-14    0.41582E-14
  5029.75    0.17836E-13    0.53526E-14    0.17872E-13    0.53635E-14    0.41590E-14
  5035.01    0.18273E-13    0.54917E-14    0.18214E-13    0.54741E-14    0.41599E-14
  5040.28    0.18701E-13    0.56285E-14    0.17551E-13    0.52825E-14    0.41607E-14
  5045.56    0.18925E-13    0.57043E-14    0.17777E-13    0.53581E-14    0.41614E-14
  5050.83    0.18828E-13    0.56832E-14    0.16993E-13    0.51293E-14    0.41622E-14
  5056.12    0.18859E-13    0.57009E-14    0.17269E-13    0.52203E-14    0.41629E-14
  5061.41    0.18864E-13    0.57107E-14    0.17666E-13    0.53480E-14    0.41637E-14
  5066.71    0.18844E-13    0.57130E-14    0.17967E-13    0.54471E-14    0.41644E-14
  5072.01    0.18814E-13    0.57119E-14    0.18397E-13    0.55853E-14    0.41650E-14
  5077.31    0.18791E-13    0.57132E-14    0.17792E-13    0.54095E-14    0.41657E-14
  5082.63    0.18808E-13    0.57266E-14    0.18189E-13    0.55381E-14    0.41663E-14
  5087.94    0.18817E-13    0.57377E-14    0.18577E-13    0.56645E-14    0.41669E-14
  5093.27    0.18810E-13    0.57438E-14    0.18100E-13    0.55270E-14    0.41675E-14
  5098.60    0.18779E-13    0.57426E-14    0.18334E-13    0.56065E-14    0.41681E-14
  5103.93    0.18714E-13    0.57311E-14    0.19391E-13    0.59384E-14    0.41686E-14
  5109.27    0.18669E-13    0.57255E-14    0.19433E-13    0.59596E-14    0.41691E-14
  5114.62    0.18615E-13    0.57170E-14    0.19408E-13    0.59605E-14    0.41696E-14
  5119.97    0.18617E-13    0.57258E-14    0.18705E-13    0.57530E-14    0.41701E-14
  5125.33    0.18701E-13    0.57599E-14    0.18315E-13    0.56411E-14    0.41706E-14
  5130.69    0.18817E-13    0.58038E-14    0.19095E-13    0.58897E-14    0.41710E-14
  5136.06    0.18915E-13    0.58423E-14    0.18893E-13    0.58358E-14    0.41714E-14
  5141.43    0.18957E-13    0.58637E-14    0.19143E-13    0.59212E-14    0.41718E-14
  5146.81    0.18912E-13    0.58581E-14    0.18904E-13    0.58556E-14    0.41722E-14
  5152.19    0.18868E-13    0.58530E-14    0.18744E-13    0.58145E-14    0.41726E-14
  5157.58    0.18840E-13    0.58524E-14    0.18511E-13    0.57502E-14    0.41729E-14
  5162.98    0.18779E-13    0.58419E-14    0.18880E-13    0.58732E-14    0.41732E-14
  5168.38    0.18755E-13    0.58427E-14    0.17197E-13    0.53573E-14    0.41735E-14
  5173.79    0.18744E-13    0.58476E-14    0.18426E-13    0.57483E-14    0.41737E-14
  5179.20    0.18753E-13    0.58587E-14    0.18729E-13    0.58511E-14    0.41740E-14
  5184.62    0.18778E-13    0.58749E-14    0.18958E-13    0.59311E-14    0.41742E-14
  5190.05    0.18797E-13    0.58888E-14    0.19161E-13    0.60029E-14    0.41744E-14
  5195.48    0.18808E-13    0.59008E-14    0.18580E-13    0.58294E-14    0.41746E-14
  5200.91    0.18797E-13    0.59055E-14    0.17850E-13    0.56081E-14    0.41747E-14
  5206.36    0.18689E-13    0.58800E-14    0.18370E-13    0.57796E-14    0.41749E-14
  5211.80    0.18527E-13    0.58372E-14    0.18036E-13    0.56826E-14    0.41750E-14
  5217.26    0.18366E-13    0.57947E-14    0.17732E-13    0.55945E-14    0.41751E-14
  5222.71    0.18255E-13    0.57676E-14    0.17617E-13    0.55662E-14    0.41752E-14
  5228.18    0.18243E-13    0.57718E-14    0.17283E-13    0.54682E-14    0.41752E-14
  5233.65    0.18241E-13    0.57794E-14    0.17497E-13    0.55437E-14    0.41753E-14
  5239.13    0.18205E-13    0.57761E-14    0.18008E-13    0.57137E-14    0.41753E-14
  5244.61    0.18163E-13    0.57707E-14    0.18532E-13    0.58879E-14    0.41752E-14
  5250.09    0.18104E-13    0.57601E-14    0.18647E-13    0.59329E-14    0.41752E-14
  5255.59    0.18042E-13    0.57485E-14    0.18417E-13    0.58677E-14    0.41752E-14
  5261.09    0.17992E-13    0.57406E-14    0.18084E-13    0.57697E-14    0.41751E-14
  5266.59    0.17964E-13    0.57395E-14    0.18061E-13    0.57704E-14    0.41750E-14
  5272.10    0.17906E-13    0.57291E-14    0.18733E-13    0.59935E-14    0.41749E-14
  5277.62    0.17855E-13    0.57204E-14    0.18686E-13    0.59868E-14    0.41747E-14
  5283.14    0.17793E-13    0.57085E-14    0.17622E-13    0.56538E-14    0.41746E-14
  5288.67    0.17743E-13    0.57004E-14    0.18290E-13    0.58761E-14    0.41744E-14
  5294.20    0.17693E-13    0.56923E-14    0.17959E-13    0.57777E-14    0.41742E-14
  5299.74    0.17684E-13    0.56973E-14    0.19498E-13    0.62815E-14    0.41740E-14
  5305.29    0.17626E-13    0.56865E-14    0.19996E-13    0.64510E-14    0.41737E-14
  5310.84    0.17595E-13    0.56841E-14    0.19349E-13    0.62510E-14    0.41735E-14
  5316.39    0.17529E-13    0.56706E-14    0.17613E-13    0.56979E-14    0.41732E-14
  5321.96    0.17449E-13    0.56525E-14    0.17063E-13    0.55275E-14    0.41729E-14
  5327.52    0.17348E-13    0.56277E-14    0.16448E-13    0.53357E-14    0.41726E-14
  5333.10    0.17271E-13    0.56104E-14    0.16262E-13    0.52825E-14    0.41722E-14
  5338.68    0.17182E-13    0.55892E-14    0.15853E-13    0.51568E-14    0.41719E-14
  5344.26    0.17135E-13    0.55814E-14    0.16509E-13    0.53774E-14    0.41715E-14
  5349.85    0.17087E-13    0.55736E-14    0.17257E-13    0.56290E-14    0.41711E-14
  5355.45    0.17021E-13    0.55596E-14    0.17403E-13    0.56842E-14    0.41706E-14
  5361.06    0.16948E-13    0.55434E-14    0.17230E-13    0.56355E-14    0.41702E-14
  5366.67    0.16888E-13    0.55312E-14    0.15758E-13    0.51610E-14    0.41697E-14
  5372.28    0.16818E-13    0.55157E-14    0.15031E-13    0.49298E-14    0.41692E-14
  5377.90    0.16764E-13    0.55055E-14    0.15596E-13    0.51218E-14    0.41687E-14
  5383.53    0.16727E-13    0.55008E-14    0.15597E-13    0.51293E-14    0.41682E-14
  5389.16    0.16695E-13    0.54978E-14    0.16406E-13    0.54026E-14    0.41677E-14
  5394.80    0.16657E-13    0.54927E-14    0.16669E-13    0.54968E-14    0.41671E-14
  5400.44    0.16607E-13    0.54838E-14    0.16792E-13    0.55448E-14    0.41665E-14
  5406.09    0.16544E-13    0.54702E-14    0.16165E-13    0.53449E-14    0.41659E-14
  5411.75    0.16480E-13    0.54566E-14    0.16130E-13    0.53408E-14    0.41652E-14
  5417.41    0.16445E-13    0.54524E-14    0.15017E-13    0.49788E-14    0.41646E-14
  5423.08    0.16424E-13    0.54527E-14    0.15676E-13    0.52045E-14    0.41639E-14
  5428.76    0.16368E-13    0.54415E-14    0.16408E-13    0.54549E-14    0.41632E-14
  5434.44    0.16279E-13    0.54194E-14    0.17319E-13    0.57656E-14    0.41625E-14
  5440.12    0.16167E-13    0.53893E-14    0.16762E-13    0.55875E-14    0.41618E-14
  5445.81    0.16103E-13    0.53750E-14    0.16433E-13    0.54852E-14    0.41610E-14
  5451.51    0.16118E-13    0.53872E-14    0.15879E-13    0.53076E-14    0.41603E-14
  5457.22    0.16143E-13    0.54031E-14    0.15921E-13    0.53285E-14    0.41595E-14
  5462.92    0.16155E-13    0.54141E-14    0.15608E-13    0.52310E-14    0.41587E-14
  5468.64    0.16124E-13    0.54111E-14    0.15863E-13    0.53233E-14    0.41578E-14
  5474.36    0.16036E-13    0.53886E-14    0.15772E-13    0.53002E-14    0.41570E-14
  5480.09    0.15978E-13    0.53765E-14    0.16106E-13    0.54196E-14    0.41561E-14
  5485.82    0.15947E-13    0.53731E-14    0.16425E-13    0.55342E-14    0.41552E-14
  5491.56    0.15922E-13    0.53720E-14    0.16743E-13    0.56491E-14    0.41543E-14
  5497.31    0.15913E-13    0.53760E-14    0.15730E-13    0.53143E-14    0.41534E-14
  5503.06    0.15894E-13    0.53768E-14    0.15446E-13    0.52252E-14    0.41524E-14
  5508.82    0.15868E-13    0.53753E-14    0.15493E-13    0.52480E-14    0.41515E-14
  5514.58    0.15853E-13    0.53773E-14    0.15962E-13    0.54143E-14    0.41505E-14
  5520.35    0.15840E-13    0.53798E-14    0.16119E-13    0.54746E-14    0.41495E-14
  5526.13    0.15819E-13    0.53801E-14    0.16438E-13    0.55905E-14    0.41485E-14
  5531.91    0.15790E-13    0.53773E-14    0.15873E-13    0.54055E-14    0.41474E-14
  5537.70    0.15750E-13    0.53708E-14    0.15824E-13    0.53958E-14    0.41463E-14
  5543.49    0.15717E-13    0.53664E-14    0.15184E-13    0.51845E-14    0.41453E-14
  5549.29    0.15683E-13    0.53621E-14    0.15146E-13    0.51782E-14    0.41441E-14
  5555.10    0.15647E-13    0.53566E-14    0.16106E-13    0.55137E-14    0.41430E-14
  5560.91    0.15602E-13    0.53484E-14    0.16126E-13    0.55281E-14    0.41419E-14
  5566.73    0.15552E-13    0.53383E-14    0.16513E-13    0.56681E-14    0.41407E-14
  5572.55    0.15508E-13    0.53301E-14    0.15774E-13    0.54216E-14    0.41395E-14
  5578.38    0.15459E-13    0.53204E-14    0.15348E-13    0.52820E-14    0.41383E-14
  5584.22    0.15417E-13    0.53128E-14    0.14764E-13    0.50878E-14    0.41371E-14
  5590.06    0.15370E-13    0.53034E-14    0.15893E-13    0.54840E-14    0.41359E-14
  5595.91    0.15298E-13    0.52857E-14    0.15729E-13    0.54346E-14    0.41346E-14
  5601.77    0.15223E-13    0.52665E-14    0.16127E-13    0.55792E-14    0.41333E-14
  5607.63    0.15177E-13    0.52575E-14    0.15101E-13    0.52311E-14    0.41320E-14
  5613.50    0.15089E-13    0.52341E-14    0.15228E-13    0.52822E-14    0.41307E-14
  5619.37    0.15019E-13    0.52165E-14    0.13898E-13    0.48272E-14    0.41294E-14
  5625.25    0.14939E-13    0.51954E-14    0.13588E-13    0.47256E-14    0.41280E-14
  5631.13    0.14846E-13    0.51698E-14    0.14200E-13    0.49447E-14    0.41267E-14
  5637.03    0.14724E-13    0.51338E-14    0.14832E-13    0.51717E-14    0.41253E-14
  5642.92    0.14690E-13    0.51288E-14    0.14451E-13    0.50453E-14    0.41239E-14
  5648.83    0.14659E-13    0.51245E-14    0.15784E-13    0.55180E-14    0.41225E-14
  5654.74    0.14602E-13    0.51112E-14    0.16034E-13    0.56127E-14    0.41210E-14
  5660.66    0.14588E-13    0.51131E-14    0.15399E-13    0.53974E-14    0.41195E-14
  5666.58    0.14605E-13    0.51255E-14    0.15089E-13    0.52954E-14    0.41181E-14
  5672.51    0.14597E-13    0.51294E-14    0.14588E-13    0.51263E-14    0.41166E-14
  5678.44    0.14604E-13    0.51386E-14    0.13297E-13    0.46786E-14    0.41150E-14
  5684.38    0.14543E-13    0.51236E-14    0.13896E-13    0.48956E-14    0.41135E-14
  5690.33    0.14460E-13    0.51010E-14    0.14932E-13    0.52676E-14    0.41119E-14
  5696.28    0.14417E-13    0.50922E-14    0.14636E-13    0.51697E-14    0.41104E-14
  5702.24    0.14389E-13    0.50890E-14    0.14289E-13    0.50537E-14    0.41088E-14
  5708.21    0.14312E-13    0.50684E-14    0.14310E-13    0.50676E-14    0.41072E-14
  5714.18    0.14300E-13    0.50704E-14    0.14195E-13    0.50331E-14    0.41055E-14
  5720.16    0.14318E-13    0.50834E-14    0.13456E-13    0.47772E-14    0.41039E-14
  5726.15    0.14435E-13    0.51315E-14    0.13209E-13    0.46956E-14    0.41022E-14
  5732.14    0.14522E-13    0.51691E-14    0.13637E-13    0.48539E-14    0.41005E-14
  5738.14    0.14525E-13    0.51767E-14    0.13608E-13    0.48499E-14    0.40988E-14
  5744.14    0.14403E-13    0.51398E-14    0.14234E-13    0.50794E-14    0.40971E-14
  5750.15    0.14339E-13    0.51234E-14    0.15246E-13    0.54477E-14    0.40954E-14
  5756.17    0.14276E-13    0.51075E-14    0.14639E-13    0.52373E-14    0.40936E-14
  5762.19    0.14210E-13    0.50904E-14    0.14123E-13    0.50592E-14    0.40919E-14
  5768.22    0.14130E-13    0.50680E-14    0.13762E-13    0.49362E-14    0.40901E-14
  5774.25    0.14042E-13    0.50431E-14    0.13745E-13    0.49363E-14    0.40883E-14
  5780.29    0.13986E-13    0.50292E-14    0.14036E-13    0.50471E-14    0.40864E-14
  5786.34    0.13903E-13    0.50057E-14    0.14088E-13    0.50724E-14    0.40846E-14
  5792.40    0.13873E-13    0.50013E-14    0.13999E-13    0.50467E-14    0.40827E-14
  5798.46    0.13866E-13    0.50049E-14    0.14152E-13    0.51081E-14    0.40808E-14
  5804.52    0.13817E-13    0.49937E-14    0.13829E-13    0.49981E-14    0.40790E-14
  5810.60    0.13915E-13    0.50355E-14    0.14567E-13    0.52713E-14    0.40770E-14
  5816.68    0.14092E-13    0.51057E-14    0.13460E-13    0.48768E-14    0.40751E-14
  5822.76    0.14221E-13    0.51592E-14    0.13153E-13    0.47718E-14    0.40732E-14
  5828.85    0.14355E-13    0.52142E-14    0.13345E-13    0.48473E-14    0.40712E-14
  5834.95    0.14407E-13    0.52399E-14    0.13344E-13    0.48530E-14    0.40692E-14
  5841.06    0.14288E-13    0.52029E-14    0.14019E-13    0.51049E-14    0.40672E-14
  5847.17    0.14227E-13    0.51872E-14    0.14417E-13    0.52567E-14    0.40652E-14
  5853.29    0.14157E-13    0.51682E-14    0.13601E-13    0.49652E-14    0.40632E-14
  5859.41    0.14082E-13    0.51473E-14    0.13576E-13    0.49622E-14    0.40611E-14
  5865.54    0.14045E-13    0.51401E-14    0.14064E-13    0.51470E-14    0.40590E-14
  5871.68    0.13956E-13    0.51139E-14    0.13893E-13    0.50909E-14    0.40570E-14
  5877.82    0.13779E-13    0.50554E-14    0.14974E-13    0.54938E-14    0.40549E-14
  5883.97    0.13586E-13    0.49907E-14    0.15053E-13    0.55297E-14    0.40527E-14
  5890.13    0.13422E-13    0.49368E-14    0.14157E-13    0.52071E-14    0.40506E-14
  5896.29    0.13230E-13    0.48722E-14    0.13187E-13    0.48564E-14    0.40485E-14
  5902.46    0.12959E-13    0.47782E-14    0.12772E-13    0.47092E-14    0.40463E-14
  5908.64    0.12618E-13    0.46581E-14    0.12162E-13    0.44900E-14    0.40441E-14
  5914.82    0.12340E-13    0.45614E-14    0.12588E-13    0.46529E-14    0.40419E-14
  5921.01    0.12078E-13    0.44699E-14    0.12001E-13    0.44414E-14    0.40397E-14
  5927.20    0.11892E-13    0.44065E-14    0.11307E-13    0.41897E-14    0.40374E-14
  5933.40    0.11578E-13    0.42954E-14    0.11144E-13    0.41343E-14    0.40352E-14
  5939.61    0.11071E-13    0.41125E-14    0.10297E-13    0.38252E-14    0.40329E-14
  5945.83    0.10586E-13    0.39373E-14    0.10543E-13    0.39213E-14    0.40306E-14
  5952.05    0.10321E-13    0.38435E-14    0.98314E-14    0.36610E-14    0.40283E-14
  5958.28    0.99036E-14    0.36925E-14    0.95825E-14    0.35727E-14    0.40260E-14
  5964.51    0.94956E-14    0.35447E-14    0.94846E-14    0.35406E-14    0.40237E-14
  5970.75    0.90717E-14    0.33906E-14    0.95202E-14    0.35582E-14    0.40213E-14
  5977.00    0.87872E-14    0.32883E-14    0.87980E-14    0.32924E-14    0.40190E-14
  5983.25    0.85545E-14    0.32052E-14    0.89192E-14    0.33418E-14    0.40166E-14
  5989.51    0.85540E-14    0.32089E-14    0.84690E-14    0.31770E-14    0.40142E-14
  5995.78    0.82326E-14    0.30921E-14    0.84255E-14    0.31646E-14    0.40118E-14
  6002.05    0.77929E-14    0.29305E-14    0.78761E-14    0.29618E-14    0.40094E-14
  6008.33    0.75024E-14    0.28247E-14    0.74429E-14    0.28023E-14    0.40069E-14
  6014.62    0.73963E-14    0.27882E-14    0.66356E-14    0.25014E-14    0.40045E-14
  6020.91    0.74390E-14    0.28077E-14    0.62951E-14    0.23759E-14    0.40020E-14
  6027.21    0.74187E-14    0.28034E-14    0.55749E-14    0.21067E-14    0.39995E-14
  6033.52    0.74318E-14    0.28118E-14    0.59776E-14    0.22616E-14    0.39970E-14
  6039.83    0.74959E-14    0.28395E-14    0.70252E-14    0.26612E-14    0.39945E-14
  6046.15    0.76869E-14    0.29154E-14    0.78017E-14    0.29589E-14    0.39919E-14
  6052.47    0.78146E-14    0.29674E-14    0.82082E-14    0.31169E-14    0.39894E-14
  6058.81    0.78664E-14    0.29907E-14    0.85198E-14    0.32391E-14    0.39868E-14
  6065.15    0.77692E-14    0.29573E-14    0.74978E-14    0.28540E-14    0.39842E-14
  6071.49    0.79022E-14    0.30116E-14    0.79756E-14    0.30395E-14    0.39816E-14
  6077.85    0.79586E-14    0.30367E-14    0.87529E-14    0.33398E-14    0.39790E-14
  6084.20    0.84102E-14    0.32129E-14    0.95746E-14    0.36577E-14    0.39764E-14
  6090.57    0.89797E-14    0.34346E-14    0.98437E-14    0.37651E-14    0.39737E-14
  6096.94    0.94180E-14    0.36066E-14    0.97851E-14    0.37471E-14    0.39711E-14
  6103.32    0.99081E-14    0.37988E-14    0.93535E-14    0.35862E-14    0.39684E-14
  6109.71    0.10210E-13    0.39194E-14    0.91957E-14    0.35299E-14    0.39657E-14
  6116.10    0.10129E-13    0.38927E-14    0.89403E-14    0.34360E-14    0.39630E-14
  6122.50    0.10221E-13    0.39330E-14    0.96545E-14    0.37149E-14    0.39603E-14
  6128.91    0.10271E-13    0.39567E-14    0.98195E-14    0.37829E-14    0.39575E-14
  6135.32    0.10302E-13    0.39735E-14    0.97599E-14    0.37645E-14    0.39548E-14
  6141.74    0.10338E-13    0.39921E-14    0.10692E-13    0.41290E-14    0.39520E-14
  6148.16    0.10469E-13    0.40476E-14    0.11049E-13    0.42717E-14    0.39492E-14
  6154.60    0.10543E-13    0.40809E-14    0.10993E-13    0.42552E-14    0.39464E-14
  6161.04    0.10796E-13    0.41841E-14    0.11623E-13    0.45046E-14    0.39436E-14
  6167.48    0.11136E-13    0.43210E-14    0.11927E-13    0.46279E-14    0.39408E-14
  6173.93    0.11534E-13    0.44804E-14    0.11902E-13    0.46236E-14    0.39380E-14
  6180.39    0.11817E-13    0.45961E-14    0.13028E-13    0.50671E-14    0.39351E-14
  6186.86    0.11806E-13    0.45973E-14    0.12436E-13    0.48423E-14    0.39323E-14
  6193.33    0.12100E-13    0.47171E-14    0.11284E-13    0.43990E-14    0.39294E-14
  6199.81    0.12715E-13    0.49628E-14    0.11497E-13    0.44873E-14    0.39265E-14
  6206.30    0.13488E-13    0.52708E-14    0.12063E-13    0.47140E-14    0.39236E-14
  6212.79    0.14188E-13    0.55508E-14    0.13436E-13    0.52568E-14    0.39207E-14
  6219.30    0.14549E-13    0.56990E-14    0.14410E-13    0.56445E-14    0.39177E-14
  6225.80    0.14393E-13    0.56443E-14    0.14625E-13    0.57352E-14    0.39148E-14
  6232.32    0.14438E-13    0.56686E-14    0.14798E-13    0.58102E-14    0.39118E-14
  6238.84    0.14435E-13    0.56740E-14    0.14786E-13    0.58121E-14    0.39088E-14
  6245.36    0.14443E-13    0.56841E-14    0.14020E-13    0.55175E-14    0.39058E-14
  6251.90    0.14432E-13    0.56861E-14    0.14062E-13    0.55405E-14    0.39028E-14
  6258.44    0.14386E-13    0.56749E-14    0.13921E-13    0.54916E-14    0.38998E-14
  6264.99    0.14352E-13    0.56679E-14    0.13155E-13    0.51953E-14    0.38968E-14
  6271.54    0.14329E-13    0.56657E-14    0.13632E-13    0.53900E-14    0.38937E-14
  6278.11    0.14288E-13    0.56559E-14    0.14219E-13    0.56288E-14    0.38907E-14
  6284.67    0.14287E-13    0.56620E-14    0.14288E-13    0.56625E-14    0.38876E-14
  6291.25    0.14363E-13    0.56988E-14    0.14178E-13    0.56253E-14    0.38845E-14
  6297.83    0.14475E-13    0.57501E-14    0.14917E-13    0.59255E-14    0.38814E-14
  6304.42    0.14553E-13    0.57876E-14    0.14589E-13    0.58021E-14    0.38783E-14
  6311.02    0.14639E-13    0.58288E-14    0.14359E-13    0.57174E-14    0.38752E-14
  6317.62    0.14673E-13    0.58492E-14    0.15023E-13    0.59883E-14    0.38720E-14
  6324.23    0.14700E-13    0.58664E-14    0.14541E-13    0.58033E-14    0.38689E-14
  6330.85    0.14730E-13    0.58855E-14    0.14246E-13    0.56920E-14    0.38657E-14
  6337.47    0.14734E-13    0.58937E-14    0.14250E-13    0.57003E-14    0.38625E-14
  6344.10    0.14684E-13    0.58807E-14    0.14217E-13    0.56937E-14    0.38593E-14
  6350.74    0.14655E-13    0.58758E-14    0.13570E-13    0.54408E-14    0.38561E-14
  6357.39    0.14629E-13    0.58719E-14    0.13376E-13    0.53690E-14    0.38529E-14
  6364.04    0.14610E-13    0.58711E-14    0.13053E-13    0.52453E-14    0.38497E-14
  6370.70    0.14585E-13    0.58680E-14    0.13395E-13    0.53893E-14    0.38464E-14
  6377.36    0.14561E-13    0.58648E-14    0.14260E-13    0.57439E-14    0.38432E-14
  6384.03    0.14564E-13    0.58728E-14    0.14813E-13    0.59735E-14    0.38399E-14
  6390.71    0.14489E-13    0.58494E-14    0.14296E-13    0.57715E-14    0.38366E-14
  6397.40    0.14369E-13    0.58076E-14    0.12759E-13    0.51569E-14    0.38333E-14
  6404.09    0.14250E-13    0.57659E-14    0.12840E-13    0.51954E-14    0.38300E-14
  6410.79    0.14142E-13    0.57290E-14    0.13019E-13    0.52739E-14    0.38267E-14
  6417.50    0.14016E-13    0.56843E-14    0.13926E-13    0.56480E-14    0.38233E-14
  6424.22    0.13928E-13    0.56549E-14    0.14420E-13    0.58550E-14    0.38200E-14
