  2509.17    0.12048E-15    0.89252E-17    0.22186-159    0.16436-160    0.78314E-15
  8828.46    0.61729E-14    0.33729E-14    0.65223E-14    0.35638E-14    0.24856E-14
  8837.70    0.62132E-14    0.33977E-14    0.61662E-14    0.33720E-14    0.24809E-14
  8846.95    0.62046E-14    0.33958E-14    0.62835E-14    0.34390E-14    0.24762E-14
  8856.20    0.61387E-14    0.33625E-14    0.60627E-14    0.33209E-14    0.24715E-14
  8865.47    0.60864E-14    0.33366E-14    0.60442E-14    0.33135E-14    0.24668E-14
  8874.74    0.59985E-14    0.32912E-14    0.59464E-14    0.32626E-14    0.24622E-14
  8884.03    0.59551E-14    0.32701E-14    0.55454E-14    0.30451E-14    0.24575E-14
  8893.33    0.59005E-14    0.32427E-14    0.52315E-14    0.28751E-14    0.24528E-14
  8902.63    0.58367E-14    0.32103E-14    0.54196E-14    0.29809E-14    0.24481E-14
  8911.94    0.57709E-14    0.31767E-14    0.57150E-14    0.31459E-14    0.24435E-14
  8921.27    0.56968E-14    0.31385E-14    0.61029E-14    0.33622E-14    0.24388E-14
  8930.60    0.56168E-14    0.30970E-14    0.63175E-14    0.34833E-14    0.24341E-14
  8939.95    0.55533E-14    0.30645E-14    0.62579E-14    0.34533E-14    0.24295E-14
  8949.30    0.54861E-14    0.30299E-14    0.61270E-14    0.33838E-14    0.24248E-14
  8958.66    0.54987E-14    0.30393E-14    0.58226E-14    0.32183E-14    0.24201E-14
  8968.04    0.55446E-14    0.30672E-14    0.60724E-14    0.33592E-14    0.24155E-14
  8977.42    0.55530E-14    0.30744E-14    0.59842E-14    0.33131E-14    0.24108E-14
  8986.81    0.55702E-14    0.30864E-14    0.61118E-14    0.33865E-14    0.24062E-14
  8996.22    0.55885E-14    0.30990E-14    0.56595E-14    0.31384E-14    0.24015E-14
  9005.63    0.55902E-14    0.31025E-14    0.51594E-14    0.28634E-14    0.23969E-14
  9015.05    0.56504E-14    0.31385E-14    0.49891E-14    0.27712E-14    0.23922E-14
  9024.48    0.57053E-14    0.31715E-14    0.52580E-14    0.29229E-14    0.23876E-14
  9033.93    0.56956E-14    0.31687E-14    0.55493E-14    0.30873E-14    0.23830E-14
  9043.38    0.56619E-14    0.31525E-14    0.56252E-14    0.31321E-14    0.23783E-14
  9052.84    0.56275E-14    0.31359E-14    0.53923E-14    0.30049E-14    0.23737E-14
  9062.31    0.55888E-14    0.31169E-14    0.50437E-14    0.28129E-14    0.23691E-14
  9071.79    0.55597E-14    0.31031E-14    0.50596E-14    0.28240E-14    0.23644E-14
  9081.29    0.55372E-14    0.30931E-14    0.54677E-14    0.30542E-14    0.23598E-14
  9090.79    0.55233E-14    0.30878E-14    0.55118E-14    0.30814E-14    0.23552E-14
  9100.30    0.54988E-14    0.30766E-14    0.54047E-14    0.30239E-14    0.23506E-14
  9109.82    0.54603E-14    0.30575E-14    0.52236E-14    0.29250E-14    0.23460E-14
  9119.35    0.54100E-14    0.30317E-14    0.46397E-14    0.26001E-14    0.23414E-14
  9128.89    0.53715E-14    0.30126E-14    0.51562E-14    0.28918E-14    0.23367E-14
  9138.45    0.53406E-14    0.29977E-14    0.61787E-14    0.34681E-14    0.23321E-14
  9148.01    0.53601E-14    0.30110E-14    0.62442E-14    0.35077E-14    0.23275E-14
  9157.58    0.54035E-14    0.30379E-14    0.61977E-14    0.34844E-14    0.23229E-14
  9167.16    0.54404E-14    0.30611E-14    0.54115E-14    0.30448E-14    0.23183E-14
  9176.75    0.54618E-14    0.30755E-14    0.46119E-14    0.25970E-14    0.23137E-14
  9186.35    0.54653E-14    0.30799E-14    0.54078E-14    0.30475E-14    0.23091E-14
  9195.97    0.54344E-14    0.30650E-14    0.62307E-14    0.35141E-14    0.23046E-14
  9205.59    0.54169E-14    0.30576E-14    0.59727E-14    0.33713E-14    0.23000E-14
  9215.22    0.54076E-14    0.30548E-14    0.56289E-14    0.31798E-14    0.22954E-14
  9224.86    0.54025E-14    0.30543E-14    0.49085E-14    0.27750E-14    0.22908E-14
  9234.51    0.53944E-14    0.30521E-14    0.46955E-14    0.26567E-14    0.22862E-14
  9244.17    0.53820E-14    0.30475E-14    0.47911E-14    0.27129E-14    0.22817E-14
  9253.85    0.53612E-14    0.30382E-14    0.49644E-14    0.28133E-14    0.22771E-14
  9263.53    0.53431E-14    0.30303E-14    0.52467E-14    0.29756E-14    0.22725E-14
  9273.22    0.53257E-14    0.30228E-14    0.55666E-14    0.31596E-14    0.22680E-14
  9282.92    0.53008E-14    0.30110E-14    0.52162E-14    0.29630E-14    0.22634E-14
  9292.64    0.52679E-14    0.29948E-14    0.53173E-14    0.30228E-14    0.22588E-14
  9302.36    0.52381E-14    0.29801E-14    0.48184E-14    0.27414E-14    0.22543E-14
  9312.09    0.52046E-14    0.29634E-14    0.49234E-14    0.28033E-14    0.22497E-14
  9321.83    0.51783E-14    0.29508E-14    0.52415E-14    0.29868E-14    0.22452E-14
  9331.59    0.51612E-14    0.29433E-14    0.57384E-14    0.32725E-14    0.22407E-14
  9341.35    0.51423E-14    0.29348E-14    0.54454E-14    0.31078E-14    0.22361E-14
  9351.13    0.51242E-14    0.29268E-14    0.55392E-14    0.31638E-14    0.22316E-14
  9360.91    0.51171E-14    0.29250E-14    0.51185E-14    0.29258E-14    0.22270E-14
  9370.70    0.51093E-14    0.29229E-14    0.53676E-14    0.30706E-14    0.22225E-14
  9380.51    0.51053E-14    0.29228E-14    0.50951E-14    0.29170E-14    0.22180E-14
  9390.32    0.51035E-14    0.29241E-14    0.52993E-14    0.30363E-14    0.22135E-14
  9400.15    0.50922E-14    0.29199E-14    0.52603E-14    0.30163E-14    0.22090E-14
  9409.98    0.50717E-14    0.29104E-14    0.51281E-14    0.29428E-14    0.22044E-14
  9419.83    0.50502E-14    0.29004E-14    0.46675E-14    0.26806E-14    0.21999E-14
  9429.68    0.50269E-14    0.28892E-14    0.45448E-14    0.26121E-14    0.21954E-14
  9439.55    0.50053E-14    0.28790E-14    0.45810E-14    0.26350E-14    0.21909E-14
  9449.43    0.49880E-14    0.28713E-14    0.50355E-14    0.28986E-14    0.21864E-14
  9459.31    0.49702E-14    0.28633E-14    0.53063E-14    0.30569E-14    0.21819E-14
  9469.21    0.49563E-14    0.28575E-14    0.53214E-14    0.30680E-14    0.21774E-14
  9479.12    0.49344E-14    0.28471E-14    0.52622E-14    0.30362E-14    0.21729E-14
  9489.04    0.49067E-14    0.28333E-14    0.52783E-14    0.30478E-14    0.21685E-14
  9498.97    0.48784E-14    0.28191E-14    0.52020E-14    0.30061E-14    0.21640E-14
  9508.90    0.48456E-14    0.28023E-14    0.49139E-14    0.28418E-14    0.21595E-14
  9518.85    0.48207E-14    0.27901E-14    0.45822E-14    0.26520E-14    0.21550E-14
  9528.81    0.48058E-14    0.27836E-14    0.45869E-14    0.26567E-14    0.21506E-14
  9538.78    0.47914E-14    0.27774E-14    0.46558E-14    0.26988E-14    0.21461E-14
  9548.76    0.47741E-14    0.27694E-14    0.49951E-14    0.28976E-14    0.21416E-14
  9558.75    0.47632E-14    0.27653E-14    0.47468E-14    0.27557E-14    0.21372E-14
  9568.75    0.47505E-14    0.27600E-14    0.47126E-14    0.27379E-14    0.21327E-14
  9578.77    0.47359E-14    0.27536E-14    0.46275E-14    0.26906E-14    0.21283E-14
  9588.79    0.47193E-14    0.27461E-14    0.48239E-14    0.28069E-14    0.21238E-14
  9598.82    0.47029E-14    0.27386E-14    0.45388E-14    0.26430E-14    0.21194E-14
  9608.86    0.46791E-14    0.27268E-14    0.48142E-14    0.28055E-14    0.21149E-14
  9618.92    0.46591E-14    0.27172E-14    0.46611E-14    0.27184E-14    0.21105E-14
  9628.98    0.46371E-14    0.27064E-14    0.45308E-14    0.26444E-14    0.21061E-14
  9639.06    0.46218E-14    0.26996E-14    0.44216E-14    0.25827E-14    0.21017E-14
  9649.14    0.46137E-14    0.26969E-14    0.43230E-14    0.25270E-14    0.20972E-14
  9659.24    0.46110E-14    0.26974E-14    0.34546E-14    0.20209E-14    0.20928E-14
  9669.34    0.46053E-14    0.26960E-14    0.33977E-14    0.19891E-14    0.20884E-14
  9679.46    0.45952E-14    0.26922E-14    0.39604E-14    0.23203E-14    0.20840E-14
  9689.59    0.45768E-14    0.26835E-14    0.41439E-14    0.24297E-14    0.20796E-14
  9699.73    0.45610E-14    0.26762E-14    0.48951E-14    0.28722E-14    0.20752E-14
  9709.88    0.45489E-14    0.26711E-14    0.47891E-14    0.28122E-14    0.20708E-14
  9720.04    0.45325E-14    0.26635E-14    0.43781E-14    0.25727E-14    0.20664E-14
  9730.21    0.45139E-14    0.26546E-14    0.43211E-14    0.25412E-14    0.20620E-14
  9740.39    0.44955E-14    0.26457E-14    0.47825E-14    0.28147E-14    0.20576E-14
  9750.58    0.44800E-14    0.26386E-14    0.50726E-14    0.29876E-14    0.20533E-14
  9760.78    0.44605E-14    0.26291E-14    0.48195E-14    0.28407E-14    0.20489E-14
  9770.99    0.44443E-14    0.26215E-14    0.42313E-14    0.24959E-14    0.20445E-14
  9781.21    0.44289E-14    0.26144E-14    0.38071E-14    0.22473E-14    0.20402E-14
  9791.45    0.44152E-14    0.26082E-14    0.41826E-14    0.24708E-14    0.20358E-14
  9801.69    0.43978E-14    0.25999E-14    0.48385E-14    0.28604E-14    0.20314E-14
  9811.95    0.43950E-14    0.26002E-14    0.50615E-14    0.29945E-14    0.20271E-14
  9822.22    0.43957E-14    0.26026E-14    0.49304E-14    0.29192E-14    0.20227E-14
  9832.49    0.43982E-14    0.26059E-14    0.44885E-14    0.26595E-14    0.20184E-14
  9842.78    0.44002E-14    0.26091E-14    0.39335E-14    0.23324E-14    0.20141E-14
  9853.08    0.43930E-14    0.26068E-14    0.44533E-14    0.26426E-14    0.20097E-14
  9863.39    0.43749E-14    0.25980E-14    0.47496E-14    0.28204E-14    0.20054E-14
  9873.71    0.43626E-14    0.25926E-14    0.44037E-14    0.26170E-14    0.20011E-14
  9884.04    0.43500E-14    0.25870E-14    0.43377E-14    0.25797E-14    0.19968E-14
  9894.38    0.43370E-14    0.25812E-14    0.44324E-14    0.26379E-14    0.19924E-14
  9904.73    0.43242E-14    0.25755E-14    0.44613E-14    0.26571E-14    0.19881E-14
  9915.10    0.43131E-14    0.25708E-14    0.48750E-14    0.29057E-14    0.19838E-14
  9925.47    0.43034E-14    0.25669E-14    0.47832E-14    0.28531E-14    0.19795E-14
  9935.85    0.42924E-14    0.25622E-14    0.44682E-14    0.26671E-14    0.19752E-14
  9946.25    0.42792E-14    0.25562E-14    0.41092E-14    0.24546E-14    0.19709E-14
  9956.66    0.42633E-14    0.25486E-14    0.44736E-14    0.26743E-14    0.19666E-14
  9967.07    0.42485E-14    0.25416E-14    0.40554E-14    0.24261E-14    0.19624E-14
  9977.50    0.42343E-14    0.25349E-14    0.39349E-14    0.23557E-14    0.19581E-14
  9987.94    0.42198E-14    0.25282E-14    0.39919E-14    0.23916E-14    0.19538E-14
  9998.39    0.42090E-14    0.25235E-14    0.42934E-14    0.25741E-14    0.19495E-14
 10008.85    0.41989E-14    0.25193E-14    0.42818E-14    0.25690E-14    0.19453E-14
 10019.33    0.41866E-14    0.25138E-14    0.45304E-14    0.27202E-14    0.19410E-14
 10029.81    0.41742E-14    0.25081E-14    0.38788E-14    0.23306E-14    0.19368E-14
 10040.30    0.41608E-14    0.25019E-14    0.37751E-14    0.22700E-14    0.19325E-14
 10050.81    0.41469E-14    0.24954E-14    0.41663E-14    0.25070E-14    0.19283E-14
 10061.32    0.41363E-14    0.24908E-14    0.43970E-14    0.26478E-14    0.19240E-14
 10071.85    0.41260E-14    0.24864E-14    0.41310E-14    0.24894E-14    0.19198E-14
 10082.39    0.41147E-14    0.24814E-14    0.42270E-14    0.25491E-14    0.19156E-14
 10092.94    0.41044E-14    0.24770E-14    0.36548E-14    0.22057E-14    0.19113E-14
 10103.50    0.40935E-14    0.24722E-14    0.35880E-14    0.21669E-14    0.19071E-14
 10114.07    0.40799E-14    0.24658E-14    0.37421E-14    0.22616E-14    0.19029E-14
 10124.65    0.40664E-14    0.24594E-14    0.37855E-14    0.22895E-14    0.18987E-14
 10135.25    0.40519E-14    0.24524E-14    0.40425E-14    0.24467E-14    0.18945E-14
 10145.85    0.40367E-14    0.24450E-14    0.43798E-14    0.26528E-14    0.18903E-14
 10156.47    0.40228E-14    0.24383E-14    0.47205E-14    0.28612E-14    0.18861E-14
 10167.09    0.40085E-14    0.24314E-14    0.43524E-14    0.26400E-14    0.18819E-14
 10177.73    0.39919E-14    0.24231E-14    0.40913E-14    0.24834E-14    0.18777E-14
 10188.38    0.39763E-14    0.24153E-14    0.38817E-14    0.23579E-14    0.18735E-14
 10199.04    0.39586E-14    0.24063E-14    0.39761E-14    0.24170E-14    0.18693E-14
 10209.71    0.39410E-14    0.23974E-14    0.36320E-14    0.22094E-14    0.18652E-14
 10220.39    0.39230E-14    0.23881E-14    0.40605E-14    0.24718E-14    0.18610E-14
 10231.09    0.39076E-14    0.23804E-14    0.40407E-14    0.24615E-14    0.18568E-14
 10241.79    0.38912E-14    0.23722E-14    0.41831E-14    0.25501E-14    0.18527E-14
 10252.51    0.38706E-14    0.23613E-14    0.41845E-14    0.25528E-14    0.18485E-14
 10263.23    0.38493E-14    0.23499E-14    0.38243E-14    0.23347E-14    0.18444E-14
 10273.97    0.38326E-14    0.23414E-14    0.29888E-14    0.18260E-14    0.18402E-14
 10284.72    0.38071E-14    0.23275E-14    0.30945E-14    0.18919E-14    0.18361E-14
 10295.48    0.37869E-14    0.23168E-14    0.37180E-14    0.22747E-14    0.18320E-14
 10306.25    0.37647E-14    0.23049E-14    0.38390E-14    0.23504E-14    0.18279E-14
 10317.04    0.37385E-14    0.22904E-14    0.38970E-14    0.23875E-14    0.18237E-14
 10327.83    0.37099E-14    0.22745E-14    0.37936E-14    0.23259E-14    0.18196E-14
 10338.64    0.36991E-14    0.22696E-14    0.31207E-14    0.19147E-14    0.18155E-14
 10349.46    0.36937E-14    0.22678E-14    0.30866E-14    0.18951E-14    0.18114E-14
 10360.28    0.36886E-14    0.22663E-14    0.34718E-14    0.21331E-14    0.18073E-14
 10371.12    0.36843E-14    0.22652E-14    0.34342E-14    0.21115E-14    0.18032E-14
 10381.97    0.36781E-14    0.22631E-14    0.34506E-14    0.21231E-14    0.17991E-14
 10392.84    0.36543E-14    0.22500E-14    0.35458E-14    0.21832E-14    0.17950E-14
 10403.71    0.36357E-14    0.22401E-14    0.32279E-14    0.19889E-14    0.17910E-14
 10414.60    0.36111E-14    0.22265E-14    0.31470E-14    0.19403E-14    0.17869E-14
 10425.49    0.35946E-14    0.22179E-14    0.35834E-14    0.22110E-14    0.17828E-14
 10436.40    0.35960E-14    0.22203E-14    0.36738E-14    0.22684E-14    0.17788E-14
 10447.32    0.36056E-14    0.22278E-14    0.39598E-14    0.24467E-14    0.17747E-14
 10458.25    0.36137E-14    0.22344E-14    0.38160E-14    0.23595E-14    0.17706E-14
 10469.19    0.36172E-14    0.22381E-14    0.36185E-14    0.22389E-14    0.17666E-14
 10480.15    0.36043E-14    0.22317E-14    0.33583E-14    0.20794E-14    0.17626E-14
 10491.11    0.35992E-14    0.22301E-14    0.35132E-14    0.21768E-14    0.17585E-14
 10502.09    0.35934E-14    0.22280E-14    0.34368E-14    0.21310E-14    0.17545E-14
 10513.08    0.35749E-14    0.22181E-14    0.38488E-14    0.23881E-14    0.17505E-14
 10524.08    0.35558E-14    0.22078E-14    0.37496E-14    0.23281E-14    0.17464E-14
 10535.09    0.35379E-14    0.21982E-14    0.37321E-14    0.23189E-14    0.17424E-14
 10546.11    0.35207E-14    0.21891E-14    0.36558E-14    0.22731E-14    0.17384E-14
 10557.15    0.34999E-14    0.21776E-14    0.34824E-14    0.21668E-14    0.17344E-14
 10568.19    0.34783E-14    0.21657E-14    0.33316E-14    0.20744E-14    0.17304E-14
 10579.25    0.34544E-14    0.21523E-14    0.32589E-14    0.20305E-14    0.17264E-14
 10590.32    0.34253E-14    0.21357E-14    0.30579E-14    0.19066E-14    0.17224E-14
 10601.40    0.34220E-14    0.21351E-14    0.30096E-14    0.18778E-14    0.17185E-14
 10612.49    0.34385E-14    0.21468E-14    0.34578E-14    0.21589E-14    0.17145E-14
 10623.60    0.34575E-14    0.21602E-14    0.38676E-14    0.24164E-14    0.17105E-14
 10634.71    0.34681E-14    0.21683E-14    0.39254E-14    0.24543E-14    0.17065E-14
 10645.84    0.34817E-14    0.21784E-14    0.36741E-14    0.22987E-14    0.17026E-14
 10656.98    0.34784E-14    0.21778E-14    0.34155E-14    0.21384E-14    0.16986E-14
 10668.13    0.34848E-14    0.21833E-14    0.30309E-14    0.18989E-14    0.16947E-14
 10679.29    0.34910E-14    0.21886E-14    0.30547E-14    0.19151E-14    0.16907E-14
 10690.46    0.34905E-14    0.21899E-14    0.32946E-14    0.20669E-14    0.16868E-14
 10701.65    0.34776E-14    0.21832E-14    0.34067E-14    0.21387E-14    0.16829E-14
 10712.84    0.34709E-14    0.21805E-14    0.34077E-14    0.21408E-14    0.16789E-14
 10724.05    0.34626E-14    0.21768E-14    0.37485E-14    0.23565E-14    0.16750E-14
 10735.27    0.34560E-14    0.21741E-14    0.36836E-14    0.23173E-14    0.16711E-14
 10746.51    0.34451E-14    0.21687E-14    0.34031E-14    0.21423E-14    0.16672E-14
 10757.75    0.34319E-14    0.21619E-14    0.35898E-14    0.22614E-14    0.16633E-14
 10769.01    0.34169E-14    0.21540E-14    0.38413E-14    0.24214E-14    0.16594E-14
 10780.27    0.34045E-14    0.21476E-14    0.38242E-14    0.24123E-14    0.16555E-14
 10791.55    0.33952E-14    0.21432E-14    0.34319E-14    0.21663E-14    0.16516E-14
 10802.84    0.33898E-14    0.21412E-14    0.28468E-14    0.17982E-14    0.16477E-14
 10814.15    0.33859E-14    0.21402E-14    0.25792E-14    0.16303E-14    0.16438E-14
 10825.46    0.33822E-14    0.21393E-14    0.27811E-14    0.17591E-14    0.16400E-14
 10836.79    0.33768E-14    0.21373E-14    0.30441E-14    0.19267E-14    0.16361E-14
 10848.13    0.33720E-14    0.21358E-14    0.34757E-14    0.22014E-14    0.16322E-14
 10859.48    0.33674E-14    0.21343E-14    0.33832E-14    0.21443E-14    0.16284E-14
 10870.84    0.33607E-14    0.21315E-14    0.34571E-14    0.21926E-14    0.16245E-14
 10882.21    0.33536E-14    0.21284E-14    0.36185E-14    0.22965E-14    0.16207E-14
 10893.60    0.33424E-14    0.21227E-14    0.33084E-14    0.21011E-14    0.16168E-14
 10905.00    0.33306E-14    0.21166E-14    0.32039E-14    0.20361E-14    0.16130E-14
 10916.41    0.33176E-14    0.21098E-14    0.33124E-14    0.21065E-14    0.16092E-14
 10927.83    0.33039E-14    0.21025E-14    0.30969E-14    0.19708E-14    0.16054E-14
 10939.26    0.32889E-14    0.20943E-14    0.31187E-14    0.19859E-14    0.16015E-14
 10950.71    0.32745E-14    0.20866E-14    0.32538E-14    0.20734E-14    0.15977E-14
 10962.17    0.32621E-14    0.20801E-14    0.31450E-14    0.20054E-14    0.15939E-14
 10973.63    0.32550E-14    0.20769E-14    0.36228E-14    0.23116E-14    0.15901E-14
 10985.12    0.32461E-14    0.20726E-14    0.35981E-14    0.22973E-14    0.15863E-14
 10996.61    0.32344E-14    0.20665E-14    0.34755E-14    0.22206E-14    0.15826E-14
 11008.12    0.32214E-14    0.20596E-14    0.33842E-14    0.21636E-14    0.15788E-14
 11019.63    0.32109E-14    0.20543E-14    0.30293E-14    0.19381E-14    0.15750E-14
 11031.16    0.31985E-14    0.20477E-14    0.29414E-14    0.18831E-14    0.15712E-14
 11042.70    0.31860E-14    0.20410E-14    0.30225E-14    0.19363E-14    0.15675E-14
 11054.26    0.31735E-14    0.20344E-14    0.28320E-14    0.18154E-14    0.15637E-14
 11065.82    0.31598E-14    0.20269E-14    0.28544E-14    0.18310E-14    0.15600E-14
 11077.40    0.31462E-14    0.20195E-14    0.30512E-14    0.19585E-14    0.15562E-14
 11088.99    0.31374E-14    0.20152E-14    0.30939E-14    0.19873E-14    0.15525E-14
 11100.60    0.31282E-14    0.20106E-14    0.31780E-14    0.20426E-14    0.15487E-14
 11112.21    0.31191E-14    0.20061E-14    0.34369E-14    0.22105E-14    0.15450E-14
 11123.84    0.31140E-14    0.20042E-14    0.35072E-14    0.22572E-14    0.15413E-14
 11135.47    0.31077E-14    0.20014E-14    0.33144E-14    0.21345E-14    0.15376E-14
 11147.13    0.30966E-14    0.19956E-14    0.33033E-14    0.21288E-14    0.15338E-14
 11158.79    0.30821E-14    0.19875E-14    0.30485E-14    0.19659E-14    0.15301E-14
 11170.46    0.30658E-14    0.19783E-14    0.27983E-14    0.18057E-14    0.15264E-14
 11182.15    0.30488E-14    0.19686E-14    0.29763E-14    0.19218E-14    0.15227E-14
 11193.85    0.30354E-14    0.19613E-14    0.31246E-14    0.20189E-14    0.15191E-14
 11205.56    0.30225E-14    0.19542E-14    0.31838E-14    0.20585E-14    0.15154E-14
 11217.29    0.30146E-14    0.19504E-14    0.31760E-14    0.20548E-14    0.15117E-14
 11229.02    0.30077E-14    0.19472E-14    0.31173E-14    0.20181E-14    0.15080E-14
 11240.77    0.29995E-14    0.19432E-14    0.29354E-14    0.19016E-14    0.15044E-14
 11252.53    0.29913E-14    0.19391E-14    0.29200E-14    0.18929E-14    0.15007E-14
 11264.31    0.29805E-14    0.19334E-14    0.28017E-14    0.18174E-14    0.14970E-14
 11276.09    0.29654E-14    0.19248E-14    0.28931E-14    0.18779E-14    0.14934E-14
 11287.89    0.29549E-14    0.19192E-14    0.29282E-14    0.19019E-14    0.14898E-14
 11299.70    0.29469E-14    0.19153E-14    0.32351E-14    0.21026E-14    0.14861E-14
 11311.52    0.29389E-14    0.19113E-14    0.33415E-14    0.21732E-14    0.14825E-14
 11323.36    0.29322E-14    0.19082E-14    0.32005E-14    0.20828E-14    0.14789E-14
 11335.21    0.29228E-14    0.19033E-14    0.28451E-14    0.18527E-14    0.14752E-14
 11347.07    0.29119E-14    0.18974E-14    0.25700E-14    0.16747E-14    0.14716E-14
 11358.94    0.28985E-14    0.18899E-14    0.25496E-14    0.16624E-14    0.14680E-14
 11370.82    0.28851E-14    0.18824E-14    0.27955E-14    0.18239E-14    0.14644E-14
 11382.72    0.28736E-14    0.18761E-14    0.30679E-14    0.20029E-14    0.14608E-14
 11394.63    0.28637E-14    0.18708E-14    0.28817E-14    0.18826E-14    0.14572E-14
 11406.55    0.28530E-14    0.18650E-14    0.30494E-14    0.19934E-14    0.14537E-14
 11418.49    0.28487E-14    0.18635E-14    0.28989E-14    0.18963E-14    0.14501E-14
 11430.44    0.28438E-14    0.18614E-14    0.29271E-14    0.19159E-14    0.14465E-14
 11442.39    0.28388E-14    0.18593E-14    0.29909E-14    0.19590E-14    0.14429E-14
 11454.37    0.28347E-14    0.18578E-14    0.27215E-14    0.17837E-14    0.14394E-14
 11466.35    0.28284E-14    0.18549E-14    0.25082E-14    0.16449E-14    0.14358E-14
 11478.35    0.28183E-14    0.18495E-14    0.29425E-14    0.19309E-14    0.14323E-14
 11490.36    0.28106E-14    0.18456E-14    0.30604E-14    0.20096E-14    0.14287E-14
 11502.38    0.28030E-14    0.18417E-14    0.30259E-14    0.19882E-14    0.14252E-14
 11514.42    0.27969E-14    0.18389E-14    0.31265E-14    0.20556E-14    0.14217E-14
 11526.46    0.27918E-14    0.18367E-14    0.29322E-14    0.19291E-14    0.14181E-14
 11538.52    0.27865E-14    0.18344E-14    0.24501E-14    0.16130E-14    0.14146E-14
 11550.60    0.27791E-14    0.18307E-14    0.28572E-14    0.18822E-14    0.14111E-14
 11562.68    0.27698E-14    0.18257E-14    0.29538E-14    0.19470E-14    0.14076E-14
 11574.78    0.27599E-14    0.18204E-14    0.29387E-14    0.19383E-14    0.14041E-14
 11586.89    0.27497E-14    0.18148E-14    0.27854E-14    0.18384E-14    0.14006E-14
 11599.01    0.27398E-14    0.18094E-14    0.26342E-14    0.17396E-14    0.13971E-14
 11611.15    0.27309E-14    0.18047E-14    0.21839E-14    0.14432E-14    0.13936E-14
 11623.30    0.27224E-14    0.18002E-14    0.23190E-14    0.15334E-14    0.13902E-14
 11635.46    0.27150E-14    0.17964E-14    0.22354E-14    0.14791E-14    0.13867E-14
 11647.63    0.27084E-14    0.17932E-14    0.26958E-14    0.17848E-14    0.13832E-14
 11659.82    0.27014E-14    0.17897E-14    0.28438E-14    0.18840E-14    0.13798E-14
 11672.02    0.26924E-14    0.17848E-14    0.30334E-14    0.20109E-14    0.13763E-14
 11684.23    0.26838E-14    0.17802E-14    0.31208E-14    0.20701E-14    0.13729E-14
 11696.46    0.26743E-14    0.17751E-14    0.28193E-14    0.18713E-14    0.13694E-14
 11708.69    0.26651E-14    0.17701E-14    0.24314E-14    0.16148E-14    0.13660E-14
 11720.94    0.26569E-14    0.17657E-14    0.24158E-14    0.16055E-14    0.13626E-14
 11733.21    0.26505E-14    0.17625E-14    0.21193E-14    0.14093E-14    0.13591E-14
 11745.48    0.26440E-14    0.17593E-14    0.18507E-14    0.12315E-14    0.13557E-14
 11757.77    0.26379E-14    0.17564E-14    0.21385E-14    0.14239E-14    0.13523E-14
 11770.08    0.26312E-14    0.17530E-14    0.23844E-14    0.15885E-14    0.13489E-14
 11782.39    0.26226E-14    0.17484E-14    0.27356E-14    0.18237E-14    0.13455E-14
 11794.72    0.26134E-14    0.17433E-14    0.29336E-14    0.19569E-14    0.13421E-14
 11807.06    0.26040E-14    0.17381E-14    0.27907E-14    0.18627E-14    0.13387E-14
 11819.41    0.25949E-14    0.17331E-14    0.25951E-14    0.17332E-14    0.13353E-14
 11831.78    0.25856E-14    0.17279E-14    0.26311E-14    0.17584E-14    0.13320E-14
 11844.16    0.25768E-14    0.17231E-14    0.24430E-14    0.16337E-14    0.13286E-14
 11856.55    0.25675E-14    0.17180E-14    0.24139E-14    0.16152E-14    0.13252E-14
 11868.96    0.25581E-14    0.17127E-14    0.27433E-14    0.18368E-14    0.13219E-14
 11881.38    0.25484E-14    0.17073E-14    0.28472E-14    0.19075E-14    0.13185E-14
 11893.81    0.25396E-14    0.17024E-14    0.29382E-14    0.19697E-14    0.13152E-14
 11906.25    0.25304E-14    0.16973E-14    0.26760E-14    0.17950E-14    0.13118E-14
 11918.71    0.25221E-14    0.16928E-14    0.24479E-14    0.16430E-14    0.13085E-14
 11931.18    0.25155E-14    0.16894E-14    0.21665E-14    0.14550E-14    0.13052E-14
 11943.66    0.25092E-14    0.16862E-14    0.24917E-14    0.16745E-14    0.13019E-14
 11956.16    0.25028E-14    0.16829E-14    0.25978E-14    0.17469E-14    0.12985E-14
